Ruc|Nombre/Razon|A partir del|Resolucion|
20514964778|INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS|01/09/2007|RS R.S.156-2007|
20131369981|INSTITUTO NACIONAL DE ESTAD. E INFORMATI|01/07/2015|RS R.S.139-2015|
20131381094|INSTITUTO NACIONAL DE OFTALMOLOGIA DR. FRANCISCO CONTRERAS CAMPOS|01/11/2002|RS R.S.135-2002|
20131377577|INSTITUTO NACIONAL DE REHABILITACION "DRA. ADRIANA REBAZA FLORES" AMISTAD PERU - JAPON|01/11/2002|RS R.S.135-2002|
20131263130|INSTITUTO NACIONAL DE SALUD|01/11/2002|RS R.S.135-2002|
20552196725|INSTITUTO NACIONAL DE SALUD DEL NI�O-SAN BORJA|01/09/2017|RS R.S.182-2017/|
20131368403|INSTITUTO NACIONAL DE SALUD DEL NI�O|01/06/2002|RS R.S.037-2002|
20144329148|INSTITUTO NACIONAL MATERNO PERINATAL|01/11/2002|RS R.S.135-2002|
20370188131|INSTITUTO NACIONAL PENITENCIARIO OFICINA REGIONAL SUR|01/12/2019|RS R.S.203-2019|
20205557181|INSTITUTO OFTALMOSALUD SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20131371293|INSTITUTO PERUANO DE ENERG�A NUCLEAR|01/06/2002|RS R.S.037-2002|
20100287791|INSTITUTO QUIMIOTERAPICO S A|01/06/2012|RS R.S.096-2012|
20314801327|INSTITUTO REGIONAL DE OFTALMOLOGIA "JAVIER SERVAT UNIVAZO"|01/12/2019|RS R.S.203-2019|
20131369477|INSTITUTO TECNOLOGICO DE LA PRODUCCION|01/11/2002|RS R.S.135-2002|
20110284978|INSUMOS NO METALICOS Y QUIMICOS DE EXPORTACION E IMPORTACION S.A. - INSUMEX S.A.|01/07/2015|RS R.S.139-2015|
20100592160|INTARIS S.A.|01/06/2002|RS R.S.037-2002|
20254507874|INTCOMEX PERU S.A.C|01/06/2002|RS R.S.037-2002|
20522951651|INTEGRATED GLOBAL LOGISTICS S.A.|01/02/2015|RS R.S.395-2014|
20516605104|INTEGRIT SOCIEDAD ANONIMA CERRADA - INTEGRIT S.A.C.|01/09/2016|RS R.S.180-2016|
20265753460|INTELEC PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20131366885|INTENDENCIA NACIONAL DE BOMBEROS DEL PER� O INBP|01/12/2019|RS R.S.203-2019|
20440122940|INTER-COMPANY S.R.L.|01/03/2014|RS R.S.378-2013|
20100246768|INTERAMERICAN SERVICE CO S.A.C.|01/06/2002|RS R.S.037-2002|
20483998270|INTERAMERICANA NORTE S.A.C.|01/01/2010|RS R.S.265-2009|
20440376704|INTERAMERICANA TRUJILLO S.A.|01/03/2014|RS R.S.378-2013|
20491855020|INTERAMSA  AGROINDUSTRIAL S.A.C.|01/03/2014|RS R.S.378-2013|
20532766878|INTERCAMBIO COMERCIAL ANDINO S.A.C. - INCOAN S.A.C.|01/09/2016|RS R.S.180-2016|
20136226631|INTERFOREST SOCIEDAD ANONIMA CERRADA EN LIQUIDACION - INTERFOREST S.A.C.|01/12/2011|RS R.S.257-2011|
20109714039|INTERLOOM S.A.C.|01/06/2002|RS R.S.037-2002|
20100343887|INTERNACIONAL DE MAQUINARIA Y COMERCIO S.A.|01/06/2002|RS R.S.037-2002|
20132272418|INTERNACIONAL DE TRANSPORTE TURISTICO Y SERVICIOS SRL|01/06/2012|RS R.S.096-2012|
20521882299|INTERNATIONAL BAKERY S.A.C.|01/02/2015|RS R.S.395-2014|
20600045521|INTERNATIONAL CAMIONES DEL PERU S.A.|01/09/2018|RS R.S.182-2018|
20100148081|INTERNATIONAL COMMERCE COMPANY S.A.C.|01/09/2016|RS R.S.180-2016|
20330007584|INTERNATIONAL GAME TECHNOLOGY S.R.L|01/09/2016|RS R.S.180-2016|
20514448338|INTERNEXA PERU S.A.|01/03/2014|RS R.S.378-2013|
20503155096|INTERPAINTS S.A.C|01/11/2012|RS R.S.228-2012|
20503371899|INTERPUBLIC COLOMBIA S.A.S. SUCURSAL DEL PERU|01/02/2003|RS R.S.181-2002|
20382748566|INTERSEGURO COMPA�IA DE SEGUROS S.A.|01/06/2002|RS R.S.037-2002|
20512002685|INTERSPORT S.A.C.|01/09/2018|RS R.S.182-2018|
20372399687|INTERVET S A|01/09/2016|RS R.S.180-2016|
20550716675|INTI GAS CORPORACION S.A.C.|01/09/2016|RS R.S.180-2016|
20224133929|INTIPA FOODS S.A.C.|01/02/2015|RS R.S.395-2014|
20417378911|INTRADEVCO INDUSTRIAL S.A.|01/06/2002|RS R.S.037-2002|
20477983708|INVERCONSULT  S.A.|01/07/2015|RS R.S.139-2015|
20492858766|INVERDESA PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20259171891|INVERS.MARITIMAS UNIVERSALES PERU S.A|01/06/2002|RS R.S.037-2002|
20555763868|INVERSIONES AGRICOLAS OLMOS S.A.C.|01/07/2015|RS R.S.139-2015|
20498144706|INVERSIONES AGROPECUARIAS SAN JUAN EIRL|01/03/2014|RS R.S.378-2013|
20100282136|INVERSIONES ALMET S.A.C.|01/09/2016|RS R.S.180-2016|
20167795120|INVERSIONES ANCONA S.A.C.|01/05/2011|RS R.S.082-2011|
20515931466|INVERSIONES ANDES FISH SOCIEDAD ANONIMA CERRADA EN LIQUIDACION|01/11/2012|RS R.S.228-2012|
20544985788|INVERSIONES ARTIKA SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20389420345|INVERSIONES ASPEN S.R.L.|01/06/2012|RS R.S.096-2012|
20492697576|INVERSIONES AVALANCH SOCIEDAD ANONIMA CERRADA|01/06/2017|RS R.S.095-2017|
20530246290|INVERSIONES BAJO PIURA S.A.C.|01/06/2017|RS R.S.095-2017|
20303972821|INVERSIONES BRADE S.A|01/06/2002|RS R.S.037-2002|
20517565254|INVERSIONES BRASAME  SAC.|01/11/2012|RS R.S.228-2012|
20546616496|INVERSIONES CANARI�A S.A.C.|01/06/2017|RS R.S.095-2017|
20101045995|INVERSIONES CENTENARIO S.A.A.|01/06/2002|RS R.S.037-2002|
20350361210|INVERSIONES COFIMAR E.I.R.L.|01/09/2016|RS R.S.180-2016|
20381396909|INVERSIONES COMINDUSTRIA SOCIEDAD ANONIMA CERRADA - INVERSIONES COMINDUSTRIA S.A.C.|01/06/2002|RS R.S.037-2002|
20507836187|INVERSIONES CORPORATIVAS DEL NORTE SOCIEDAD ANONIMA CERRADA|01/06/2012|RS R.S.096-2012|
20215528791|INVERSIONES CYS S.A.|01/11/2012|RS R.S.228-2012|
20303115405|INVERSIONES DINAMICAS M & W S.A|01/11/2012|RS R.S.228-2012|
20493390385|INVERSIONES DORITA SOCIEDAD ANONIMA CERRADA|01/06/2017|RS R.S.095-2017|
20403277895|INVERSIONES DULCEMAR S.A.C.|01/11/2012|RS R.S.228-2012|
20112804553|INVERSIONES EL PINO S.A.C.|01/02/2015|RS R.S.395-2014|
20529104988|INVERSIONES EN TI JESUS SOCIEDAD ANONIMA CERRADA|01/09/2018|RS R.S.182-2018|
20511038317|INVERSIONES FAVEL E.I.R.L.|01/06/2012|RS R.S.096-2012|
20521314720|INVERSIONES FLOTEX S.A.C.|01/09/2016|RS R.S.180-2016|
20492890813|INVERSIONES GENERALES SANTISIMO SE�OR DE HUAMANTANGA S.A.C.|01/09/2016|RS R.S.180-2016|
20493363221|INVERSIONES GUERRA SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20445768139|INVERSIONES HATUN FISH S.R.L.|01/06/2017|RS R.S.095-2017|
20550495130|INVERSIONES HEFEI S.A.C.|01/09/2016|RS R.S.180-2016|
20510132557|INVERSIONES JOCEMA S.A.C|01/09/2016|RS R.S.180-2016|
20380286697|INVERSIONES KIYASHI S.A.C|01/06/2003|RS R.S.101-2003|
20600375238|INVERSIONES KOKIN'S SOCIEDAD ANONIMA CERRADA-INVERSIONES KOKIN'S S.A.C.|01/09/2016|RS R.S.180-2016|
20391198897|INVERSIONES KYODO S.A.C.|01/07/2015|RS R.S.139-2015|
20334766714|INVERSIONES LA RIOJA S.A.C.|01/06/2002|RS R.S.037-2002|
20556622583|INVERSIONES LARCO 1232 SOCIEDAD ANONIMA CERRADA - INVERSIONES LARCO 1232 S.A.C|01/09/2018|RS R.S.182-2018|
20510508271|INVERSIONES LITZY S.A.C.|01/07/2015|RS R.S.139-2015|
20509897043|INVERSIONES MAMAY E.I.R.L.|01/06/2012|RS R.S.096-2012|
20424580237|INVERSIONES MARTINEZ & CHIHUANTITO S.A.C.|01/11/2012|RS R.S.228-2012|
20553863661|INVERSIONES MERCABA S.A.C.|01/09/2016|RS R.S.180-2016|
20518805101|INVERSIONES MESA SAC|01/09/2016|RS R.S.180-2016|
20492400662|INVERSIONES MORAN E.I.R.L.|01/05/2011|RS R.S.082-2011|
20550720354|INVERSIONES MOSQUETA S.A.C.|01/09/2016|RS R.S.180-2016|
20512277358|INVERSIONES MRAC S.A.C.|01/03/2009|RS R.S.030-2009|
20600876482|INVERSIONES MULTIPLES GST SOCIEDAD ANONIMA CERRADA|01/09/2018|RS R.S.182-2018|
20114803228|INVERSIONES NACIONALES DE TURISMO S.A.|01/01/2010|RS R.S.265-2009|
20387004301|INVERSIONES NUEVA METROPOLI S.A.C.|01/03/2014|RS R.S.378-2013|
20159475191|INVERSIONES PECUARIAS LURIN S A|01/11/2012|RS R.S.228-2012|
20260995449|INVERSIONES PERU PACIFICO S.A|01/05/2011|RS R.S.082-2011|
20517834255|INVERSIONES PRISCO  S.A.C.|01/05/2011|RS R.S.082-2011|
20481045500|INVERSIONES PUCARA S.A.C.|01/06/2012|RS R.S.096-2012|
20456865152|INVERSIONES RECEPTOUR S.A.|01/02/2015|RS R.S.395-2014|
20380287588|INVERSIONES RIDA DEL PERU S.A.|01/11/2012|RS R.S.228-2012|
20427799973|INVERSIONES RUBIN'S S.A.C.|01/05/2011|RS R.S.082-2011|
20100136661|INVERSIONES SAN BORJA S A|01/06/2012|RS R.S.096-2012|
20100403294|INVERSIONES SAN GABRIEL S A|01/06/2002|RS R.S.037-2002|
20198242684|INVERSIONES SAN ROQUE EIRL|01/06/2012|RS R.S.096-2012|
20230824119|INVERSIONES SHILICO S R L|01/11/2012|RS R.S.228-2012|
20486056640|INVERSIONES SOLANO E.I.R.L.|01/03/2014|RS R.S.378-2013|
20557771361|INVERSIONES TEXTILES DEL PACIFICO SAC|01/09/2016|RS R.S.180-2016|
20476633932|INVERSIONES TOMAS VALLE S.A.C|01/12/2011|RS R.S.257-2011|
20490379291|INVERSIONES VALLE SAN CARLOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - INVERVALLE E.I.R.L|01/07/2013|RS D.S.091-2013|
20106522783|INVERSIONES VETERINARIAS S.A.|01/06/2002|RS R.S.037-2002|
20348624866|INVERSIONES WARNER MIC S.R.L.|01/12/2011|RS R.S.257-2011|
20518226259|INVERSIONES Y COMERCIO INTERNACIONAL S.R.L.|01/06/2012|RS R.S.096-2012|
20445578356|INVERSIONES Y GERENCIA ALEXANDRA S.A.C.|01/02/2015|RS R.S.395-2014|
20600480228|INVERSIONES Y NEGOCIOS DARLYN S.A.C|01/09/2018|RS R.S.182-2018|
20507360751|INVERSIONES Y PROCESOS PLASTICOS BARRERA SOCIEDAD ANONIMA CERRADA - INVERSIONES PB S.A.C.|01/06/2012|RS R.S.096-2012|
20503370574|INVERSIONES Y REPRESENTACIONES POLO S.A.C.|01/07/2015|RS R.S.139-2015|
20481759022|INVERSIONES Y SERVICIOS FABRI S.A.C.|01/03/2014|RS R.S.378-2013|
20260311175|INVERSIONES YANAHUARA S.A.|01/06/2002|RS R.S.037-2002|
20535690643|INVERSI�N P�BLICA SUNAT|01/07/2015|RS R.S.139-2015|
20475927550|IPESA HYDRO S.A.|01/09/2016|RS R.S.180-2016|
20101639275|IPESA S.A.C.|01/09/2010|RS R.S.217-2010|
20260497414|IPSOS OPINION Y MERCADO S.A.|01/06/2002|RS R.S.037-2002|
20541206648|IQUIMAC SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20390724919|IRON MOUNTAIN PERU S.A.|01/03/2014|RS R.S.378-2013|
20256581087|ISLA BELLA S.A.C|01/07/2015|RS R.S.139-2015|
20509709573|ISOPETROL LUBRICANTS DEL PERU S.A.C.|01/10/2005|RS R.S.174-2005|
20548707014|IT DACAS PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20518257723|ITALTEL PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20600733967|IXM TRADING PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20524382335|IZA MOTORS PERU  SAC|01/11/2012|RS R.S.228-2012|
20100310369|IZOO S A|01/11/2012|RS R.S.228-2012|
20101834132|IZQUIERDO & CASAFRANCA CONSTRUCCIONES METALICAS S.A.|01/11/2012|RS R.S.228-2012|
20501493156|J & V MULTIUTILES PUNTO COM. S.A.C.|01/09/2016|RS R.S.180-2016|
20100901481|J & V RESGUARDO S.A.C.|01/11/2012|RS R.S.228-2012|
20101508928|J E CONSTRUCCIONES GENERALES S A|01/10/2005|RS R.S.174-2005|
20511685347|J K LIMAYLLA CONTRATISTAS GENERALES E.I.R.L.|01/06/2017|RS R.S.095-2017|
20108736659|J.C. CONTRATISTAS GENERALES EIRL|01/06/2017|RS R.S.095-2017|
20516259516|J.C.B. ESTRUCTURAS S.A.C.|01/02/2015|RS R.S.395-2014|
20318171701|J.CH.COMERCIAL S.A.|01/02/2015|RS R.S.395-2014|
20520550241|J.L.H. SERVICIOS GENERALES ASOCIADOS CO S.A.C.|01/09/2018|RS R.S.182-2018|
20171390614|J.P. CONTRATISTAS GENERALES S.R.LTDA.|01/07/2015|RS R.S.139-2015|
20207178315|J.T.S. CONTRATISTAS GENERALES S.R.LTDA.|01/06/2017|RS R.S.095-2017|
20250161221|JAPAN AUTOS S.A|01/06/2002|RS R.S.037-2002|
20338048905|JAS IMPORT & EXPORT SRL|01/09/2016|RS R.S.180-2016|
20522437345|JEANOLOGIA TEXTIL SOCIEDAD ANONIMA CERRADA  - JEANOLOGIA TEXTIL  S.A.C|01/09/2016|RS R.S.180-2016|
20399728241|JEFATURA DE LA X-RPNP-CUSCO|01/09/2018|RS R.S.182-2018|
20511131287|JESHUA ADONAI SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20100692628|JEWELRY LIMA S.A. EN LIQUIDACION|01/06/2002|RS R.S.037-2002|
20537083159|JHOMERON S.A.C.|01/11/2012|RS R.S.228-2012|
20508818816|JIREH EL UNICO S.R.L.|01/09/2016|RS R.S.180-2016|
20100163471|JJC CONTRATISTAS GENERALES S.A.|01/02/2003|RS R.S.181-2002|
20565976622|JKL MODA E.I.R.L.|01/09/2018|RS R.S.182-2018|
20553292906|JM LUDAFA SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20507983481|JMK CONTRATISTAS GENERALES S.A.C.|01/02/2015|RS R.S.395-2014|
20100152275|JOCKEY CLUB DEL PERU|01/02/2015|RS R.S.395-2014|
20101849679|JOHE SA|01/06/2002|RS R.S.037-2002|
20204441007|JOHNSON & JOHNSON DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20519073375|JOPE REPRESENTACIONES SAC|01/03/2014|RS R.S.378-2013|
20101015492|JORGE PE�A S A JORPESA|01/11/2003|RS R.S. 184-2003|
20471724620|JOSFEL ILUMINACION S.A.C|01/05/2003|RS R.S.080-2003|
20308287395|JOY GLOBAL (PERU) S.A.C.|01/11/2012|RS R.S.228-2012|
20430948076|JR GROUP INDUSTRIAS S.A.C|01/06/2017|RS R.S.095-2017|
20508891149|JRC INGENIERIA Y CONSTRUCCION S.A.C.|01/11/2012|RS R.S.228-2012|
20536811827|JUAN GALINDO SLU SUCURSAL DEL PERU|01/02/2015|RS R.S.395-2014|
20100282721|JUAN LENG DELGADO S.A.C.|01/11/2012|RS R.S.228-2012|
20131378549|JURADO NACIONAL DE ELECCIONES|01/11/2002|RS R.S.135-2002|
10282131515|JUSCAMAITA INFANTE ABSALON|01/11/2012|RS R.S.228-2012|
20555543582|JVL GAMING PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20100103738|K L M CIA REAL HOLANDESA DE AVIACION|01/06/2002|RS R.S.037-2002|
20508783338|KAHAN LICORES S.A.|01/02/2015|RS R.S.395-2014|
20538810682|KALLPA GENERACION S.A.|01/11/2012|RS R.S.228-2012|
10035793521|KAM CRUZ ANGEL|01/11/2012|RS R.S.228-2012|
20341823537|KERO DESIGN S.A.C.|01/07/2015|RS R.S.139-2015|
20372983796|KEYPERU S.A.|01/02/2015|RS R.S.395-2014|
20472468147|KIA IMPORT PERU S.A.C.|01/02/2004|RS R.S. 008-2004|
20100152941|KIMBERLY-CLARK PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20524401577|KING DAVID DELICATESSES DEL PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20566280451|KOBBER SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - KOBBER S.R.L. EN LIQUIDACION|01/06/2017|RS R.S.095-2017|
20302241598|KOMATSU-MITSUI MAQUINARIAS PERU S.A.|01/06/2002|RS R.S.037-2002|
20516463121|KOMAX PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20100002036|KOMFORT S A - EN LIQUIDACI�N|01/11/2012|RS R.S.228-2012|
20520571320|KONECRANES PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - KONECRANES PERU S.R.L.|01/06/2017|RS R.S.095-2017|
20546992986|KONECTA BTO, S.L. SUCURSAL EN PERU|01/02/2015|RS R.S.395-2014|
20527510121|KONSUMASS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/06/2012|RS R.S.096-2012|
20557431005|KORICANCHA JOINT VENTURE|01/07/2015|RS R.S.139-2015|
20346833280|KROTON S.A.C.|01/03/2014|RS R.S.378-2013|
20532145415|KS DEPOR S.A.|01/02/2003|RS R.S.181-2002|
20347845150|KUEHNE + NAGEL S.A.|01/11/2012|RS R.S.228-2012|
20100069297|KURESA S A|01/06/2002|RS R.S.037-2002|
20440352431|KVC CONTRATISTAS S.A.C.|01/02/2015|RS R.S.395-2014|
20553503028|KWS PERU SOCIEDAD ANONIMA CERRADA - KWS PERU S.A.C.|01/07/2015|RS R.S.139-2015|
20263408293|KYUNG - IN SYNTHETIC CORPORATION PERU S.A. - KISCO S.A.|01/02/2004|RS R.S. 008-2004|
20555589574|L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA|01/12/2019|RS R.S.203-2019|
20416414018|L'OREAL PERU S.A.|01/06/2002|RS R.S.037-2002|
20131300353|L.C. BUSRE S.A.C. EN LIQUIDACION|01/11/2012|RS R.S.228-2012|
20341946531|L.C. GROUP S.A.C.|01/07/2015|RS R.S.139-2015|
20205467603|LA ARENA S.A.|01/05/2011|RS R.S.082-2011|
20452614767|LA CALERA S.A.C|01/09/2008|RS R.S.124-2008|
20100096260|LA COLONIAL FABRICA DE HILOS S A|01/06/2002|RS R.S.037-2002|
20100176964|LA ESPERANZA DEL PERU S A|01/11/2012|RS R.S.228-2012|
20132627216|LA FRAGATA S.A.C.|01/11/2012|RS R.S.228-2012|
20119873542|LA GENOVESA AGROINDUSTRIAS S.A.|01/03/2014|RS R.S.378-2013|
20100118336|LA HANSEATICA S A|01/11/2012|RS R.S.228-2012|
20539627938|LA JOYA MINING SOCIEDAD ANONIMA CERRADA|01/06/2017|RS R.S.095-2017|
20503382742|LA LLAVE S.A.|01/11/2012|RS R.S.228-2012|
20452390630|LA PORTADA S.A.C|01/07/2015|RS R.S.139-2015|
20100210909|LA POSITIVA SEGUROS Y REASEGUROS S.A.A.|01/06/2003|RS R.S.101-2003|
20454073143|LA POSITIVA VIDA SEGUROS Y REASEGUROS|01/09/2010|RS R.S.217-2010|
20507969811|LA SEMILLA DE ORO S.A.C.|01/09/2016|RS R.S.180-2016|
20480564660|LA TABERNA DISTRIBUCIONES SAC|01/12/2019|RS R.S.203-2019|
20506035121|LA TINKA S.A.|01/02/2015|RS R.S.395-2014|
20383731705|LA VENTUROSA S.A.|01/05/2011|RS R.S.082-2011|
20100150736|LA VIGA S.A.|01/06/2002|RS R.S.037-2002|
20492925030|LA VIRGEN SOCIEDAD ANONIMA CERRADA- LA VIRGEN S.A.C.|01/06/2017|RS R.S.095-2017|
20101348203|LABORATORIO FARMACEUTICO SAN JOAQUIN-ROXFARMA SOCIEDAD ANONIMA|01/02/2015|RS R.S.395-2014|
20429469407|LABORATORIO TEXTILES LOS ROSALES S.A.C.|01/02/2015|RS R.S.395-2014|
20347268683|LABORATORIOS AC FARMA S.A.|01/02/2004|RS R.S. 008-2004|
20160641810|LABORATORIOS BAGO DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20100278708|LABORATORIOS BIOMONT S A|01/09/2016|RS R.S.180-2016|
20504073069|LABORATORIOS DROGAVET S.A.C.|01/02/2015|RS R.S.395-2014|
20100677661|LABORATORIOS FARMACEUTICOS MARKOS S.A|01/07/2015|RS R.S.139-2015|
20100204330|LABORATORIOS PORTUGAL S R L|01/11/2012|RS R.S.228-2012|
20147720492|LABORATORIOS ROE S.A|01/06/2002|RS R.S.037-2002|
20523951603|LABORATORIOS SIEGFRIED S.A.C.|01/03/2014|RS R.S.378-2013|
20100898242|LABORATORIOS SMA.SAC|01/06/2012|RS R.S.096-2012|
20481231559|LACTEA S.A|01/11/2012|RS R.S.228-2012|
20120877055|LADRILLERA EL DIAMANTE S.A.C.|01/11/2012|RS R.S.228-2012|
20504784089|LAFRANCOL PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - LAFRANCOL PERU S.R.L.|01/09/2016|RS R.S.180-2016|
20100095450|LAIVE S A|01/02/2003|RS R.S.181-2002|
20101228992|LAMINADOS S.A.C.|01/03/2014|RS R.S.378-2013|
20503314585|LAN CARGO S.A. SUCURSAL PERU|01/05/2011|RS R.S.082-2011|
20134120909|LANGOSTINERA ULISES SA|01/09/2016|RS R.S.180-2016|
20100190100|LAPICES Y CONEXOS S.A. LAYCONSA|01/12/2011|RS R.S.257-2011|
20550849551|LARI CONTRATISTAS S.A.C.|01/02/2015|RS R.S.395-2014|
20388829452|LASINO S.A.|01/12/2011|RS R.S.257-2011|
20100103657|LATAM AIRLINES GROUP S.A. SUCURSAL PERU|01/06/2002|RS R.S.037-2002|
20341841357|LATAM AIRLINES PERU S.A.|01/06/2002|RS R.S.037-2002|
20601055539|LATAM LOGISTIC PER PROPCO LURIN I S.R.L.|01/09/2018|RS R.S.182-2018|
20514134155|LATERCER S.A.C.|01/03/2014|RS R.S.378-2013|
20512798242|LATIN AMERICAN OUTDOORS S.A.C.|01/07/2015|RS R.S.139-2015|
20487534936|LATINO DISTRIBUCIONES S.A.C.|01/09/2016|RS R.S.180-2016|
20501961869|LATINTECNA S.A|01/06/2012|RS R.S.096-2012|
20101792545|LAU VIDAL S.A.C|01/11/2012|RS R.S.228-2012|
20269721830|LE VOLANT S.A.C.|01/06/2012|RS R.S.096-2012|
20100190797|LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.|01/02/2003|RS R.S.181-2002|
20501735699|LEDESMA & MORENO LABORATORIO E.I.R.L. - L & M LABORATORIO E.I.R.L.|01/02/2015|RS R.S.395-2014|
20511063184|LENOVO (ASIA PACIFIC) LIMITED SUCURSAL DEL PERU|01/08/2006|RS R.S.091-2006|
20301409151|LEO ANDES S.A.|01/02/2015|RS R.S.395-2014|
20466477771|LEPSA S.A.C.|01/11/2012|RS R.S.228-2012|
20375755344|LG ELECTRONICS PERU S.A.|01/06/2002|RS R.S.037-2002|
20563304708|LHOIST PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20600518667|LIAM MONTERO IMPORT EXPORT S.A.C.|01/09/2016|RS R.S.180-2016|
20550434424|LIBERTY MINERALS S.A.C.|01/06/2017|RS R.S.095-2017|
20501457869|LIBRERIAS CRISOL S.A.C.|01/02/2015|RS R.S.395-2014|
20519431395|LIDER INGENIERIA Y CONSTRUCCION S.A.|01/11/2012|RS R.S.228-2012|
20478203676|LIDER PHARMA S.A.|01/11/2012|RS R.S.228-2012|
20547141815|LIKEWIZE PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20501577252|LIMA AIRPORT PARTNERS S.R.L.|01/02/2003|RS R.S.181-2002|
20492418952|LIMA BUS INTERNACIONAL 1 S.A.|01/02/2015|RS R.S.395-2014|
20100182778|LIMA CAUCHO S A EN LIQUIDACION|01/06/2002|RS R.S.037-2002|
20523621212|LIMA EXPRESA S.A.C.|01/03/2014|RS R.S.378-2013|
20100007348|LIMA GAS S A|01/06/2002|RS R.S.037-2002|
20143547788|LIMA GOLF CLUB|01/06/2002|RS R.S.037-2002|
20563656566|LIMA RESTAURANT DEPOT S.A.C.|01/09/2018|RS R.S.182-2018|
20536830376|LIMA TOURS S.A.C.|01/11/2012|RS R.S.228-2012|
20504082564|LIMA TRAYLERS S.A.C.|01/06/2017|RS R.S.095-2017|
20516556561|LIMAGAS NATURAL PERU SOCIEDAD ANONIMA|01/11/2012|RS R.S.228-2012|
20537942381|LIMAUTOS AUTOMOTRIZ DEL PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20484002216|LIMONES PIURANOS SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20537757214|LIN YI S.A.C.|01/03/2014|RS R.S.378-2013|
20100128994|LINDE GAS PERU S.A.|01/06/2002|RS R.S.037-2002|
20338570041|LINDE PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20521679574|LINEA PLASTICA PERU S.A.|01/11/2012|RS R.S.228-2012|
20563588544|LINEAS DE TRANSMISION PERUANAS S.A.C. EN LIQUIDACION|01/09/2016|RS R.S.180-2016|
20516634970|LIVE ENTERTAINMENT SAC|01/12/2019|RS R.S.203-2019|
20102089635|LIVES S.A.C|01/02/2015|RS R.S.395-2014|
20351516560|LLAMA GAS PUCALLPA SA|01/12/2019|RS R.S.203-2019|
20100366747|LLAMA GAS S A|01/06/2002|RS R.S.037-2002|
20492565319|LLANMAXXI DEL PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20381499627|LLANTA SAN MARTIN S.R.LTDA.|01/12/2011|RS R.S.257-2011|
20513610166|LOGICALIS ANDINA S.A.C.|01/03/2014|RS R.S.378-2013|
20529714972|LOGISTICA FRUTICOLA S.A.C.|01/02/2015|RS R.S.395-2014|
20557604970|LOP PERU TRADING S.A.C|01/09/2016|RS R.S.180-2016|
20493305965|LORETO DISTRIBUCIONES SAC|01/06/2017|RS R.S.095-2017|
20301837896|LOS PORTALES S.A|01/09/2010|RS R.S.217-2010|
20415077565|LOUIS DREYFUS COMPANY PERU S.R.L.|01/02/2003|RS R.S.181-2002|
20381600441|LOYALTY PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20468450217|LQ TRADING IMPORT EXPORT S.A.C.|01/09/2016|RS R.S.180-2016|
20521622629|LUBCOM S.A.C.|01/11/2012|RS R.S.228-2012|
20496651481|LUBRICANTES DE ALTURA S.A.C.|01/11/2012|RS R.S.228-2012|
20342636714|LUBRINEGOCIOS S.A.C.|01/11/2012|RS R.S.228-2012|
20600593685|LUCHA PARTNERS S.A.C.|01/06/2017|RS R.S.095-2017|
20304269759|LUCKY S.A.C.|01/12/2011|RS R.S.257-2011|
20125443754|LUFESA DIVERS SOC CIVIL DE RESP LTDA.|01/09/2016|RS R.S.180-2016|
20506363480|LUMINA COPPER S.A.C.|01/05/2011|RS R.S.082-2011|
20331898008|LUZ DEL SUR S.A.A.|01/06/2002|RS R.S.037-2002|
